Societe;Facture;Date d'echeance;Montant du;Montant total;Client;Document d'origine
Cheinmalt distribution;FAC/2020/3054;2020-07-21;2198259.0;2198259.0;HATIMY SHOP;VCHD10918
Cheinmalt distribution;FAC/2020/3090;2020-07-23;7500.01;7500.01;TOAHIRY;VCHD10968
Cheinmalt distribution;FAC/2020/3085;2020-07-23;7288999.8;7288999.8;SOGEA SATOM MADAGASCAR;VCHD9918
Cheinmalt distribution;FAC/2020/3086;2020-07-23;5753999.26;5753999.26;SOGEA SATOM MADAGASCAR;VCHD9916
Cheinmalt distribution;FAC/2020/3103;2020-07-23;2978721.72;2978721.72;Quincaillerie de La Mer;VCHD10973
Cheinmalt distribution;FAC/2020/3106;2020-07-23;248361842.3;248361842.3;ROUNAKALA;VCHD10983
Cheinmalt distribution;FAC/2020/3164;2020-07-28;258962.88;258962.88;NEC (Nouvelle Entreprise de Construction);VCHD11043
Cheinmalt distribution;FAC/2020/3175;2020-07-28;24000.0;24000.0;CHANTIER TANA 10M2;VCHD11053
Cheinmalt distribution;FAC/2020/3174;2020-07-28;898128.0;898128.0;MAGASIN SOAFENO;VCHD11048
Cheinmalt distribution;FAC/2020/3280;2020-08-04;442389.60000000003;442389.60000000003;SOCIETE  TSARAHAZO SARL;VCHD11156
Cheinmalt distribution;FAC/2020/3281;2020-08-04;34213844.4;34213844.4;Quincaillerie de La Mer;VCHD11155
Cheinmalt distribution;FAC/2020/3302;2020-08-05;7000000.0600000005;7000000.0600000005;Quincaillerie de La Mer;VCHD11175
Cheinmalt distribution;FAC/2020/3310;2020-08-05;2686899.6;2686899.6;MAGASIN SOAFENO;VCHD11178
Cheinmalt distribution;FAC/2020/3312;2020-08-05;455868.0;455868.0;MAGASIN SOAFENO;VCHD11185
Cheinmalt distribution;FAC/2020/3331;2020-08-06;20570031.0;20570031.0;FATEALY DIEGO;VCHD11203
Cheinmalt distribution;FAC/2020/3333;2020-08-06;4424728.96;4424728.96;Quincaillerie de La Mer;VCHD11166
Cheinmalt distribution;FAC/2020/3336;2020-08-06;123999999.79;123999999.79;Quincaillerie de La Mer;VCHD11208
Cheinmalt distribution;FAC/2020/3337;2020-08-06;2041288.3;2041288.3;Quincaillerie de La Mer;VCHD11209
Cheinmalt distribution;FAC/2020/0526;2020-01-31;225000.0;225000.0;CHANTIER TANA 10M2;VCHD8355
Cheinmalt distribution;FAC/2020/0529;2020-02-01;10512499.72;10512499.72;CHANTIER TANA 10M2;VCHD8385
Cheinmalt distribution;FAC/2020/0614;2020-02-05;99180.0;99180.0;AUTO TRACTOR;VCHD8475
Cheinmalt distribution;FAC/2020/0635;2020-02-06;30.0;30.0;TSILAVINA;VCHD8380
Cheinmalt distribution;FAC/2020/0644;2020-02-06;12.0;12.0;ETABLISSEMENT ZANATANY PORT BERGER;VCHD8498
Cheinmalt distribution;FAC/2020/0182;2020-01-15;30306636.0;30306636.0;Quincaillerie de La Mer;VCHD7999
Cheinmalt distribution;FAC/2020/0675;2020-02-07;7013061.0;7013061.0;MANDROSO;VCHD8537
Quincaillerie de La Mer;FAC/2019/2848;2019-03-01;4743000.0;31968000.0;ZOUZOU TSARA MANDRY;VQLM17460
Cheinmalt distribution;FAC/2020/2898;2020-07-10;366300.0;366300.0;SOGEA SATOM MADAGASCAR;VCHD10747
Cheinmalt distribution;FAC/2020/0747;2020-02-12;36284953.980000004;146284953.98;ROUNAKALA;VCHD8609
Cheinmalt distribution;FAC/2021/0267;2021-01-16;118260.0;118260.0;TSIRY SOUDEUR;VCHD14612
Cheinmalt distribution;FAC/2020/2911;2020-07-10;9763200.0;9763200.0;ROUNAKALA;VCHD10787
Cheinmalt distribution;FAC/2018/2799;2018-11-22;426034.08;426034.08;CAROMAD ;VCHD2616
Cheinmalt distribution;FAC/2018/2881;2018-12-01;0.01;2956860.0;JUNGLE STORE;VCHD2576
Cheinmalt distribution;FAC/2018/2576;2018-11-02;5400000.0;5400000.0;TRANOMBAROTRA MOISE I RASSAY;VCHD2356
Cheinmalt distribution;FAC/2021/0266;2021-01-16;3365971.2;3365971.2;ZOUZOU TSARA MANDRY;VCHD14611
Cheinmalt distribution;FAC/2020/2469;2020-06-12;3.1;644760.0;MAISON TARALILA;VCHD10333
Cheinmalt distribution;FAC/2020/2351;2020-06-06;16000.0;16000.0;CHANTIER TANA 10M2;VCHD10209
Cheinmalt distribution;FAC/2020/2734;2020-06-30;1109430.0;1109430.0;PROFILS PARTITIONS MADAGASCAR;VCHD10594
Cheinmalt distribution;FAC/2020/1232;2020-03-10;261020.88;261020.88;MAGASIN SOAFENO;VCHD9111
Cheinmalt distribution;FAC/2020/0813;2020-02-17;31713940.62;31713940.62;Quincaillerie de La Mer;VCHD8680
Cheinmalt distribution;FAC/2020/2910;2020-07-10;31395613.98;31395613.98;Quincaillerie de La Mer;VCHD10779
Cheinmalt distribution;FAC/2019/0712;2019-02-28;32962636.8;32962636.8;Quincaillerie de La Mer;VCHD3592
Quincaillerie de La Mer;FAC/2021/0531;2021-01-15;19500.0;19500.0;BHAIDJY Mourtouza;VQLM52296
Cheinmalt distribution;FAC/2021/0263;2021-01-15;587649.6;587649.6;QUINCAILLERIE ALMAZ;VCHD14607
Cheinmalt distribution;FAC/2019/4253;2019-11-13;1.1;-30000.24;TRANOMBAROTRA JMC (BAYA);
Cheinmalt distribution;FAC/2020/2792;2020-07-02;5047843.8;5047843.8;TRANOMBAROTRA JMC (BAYA);VCHD10418
Cheinmalt distribution;FAC/2020/3332;2020-08-06;5881050.0;5881050.0;TRANOMBAROTRA JMC (BAYA);VCHD11205
Cheinmalt distribution;FAC/2019/2156;2019-06-19;4.0;4.0;QUINCAILLERIE SOA;VCHD4991
Cheinmalt distribution;FAC/2019/4105;2019-11-06;3171357.9;3171357.9;SALAMA*;VCHD6974
Cheinmalt distribution;FAC/2020/2475;2020-06-12;408000.0;408000.0;SALAMA*;VCHD10344
Cheinmalt distribution;FAC/2020/2518;2020-06-15;768009.6;768009.6;SALAMA*;VCHD10380
Cheinmalt distribution;FAC/2019/2999;2019-08-29;587164.0;997164.0;SALAMA*;VCHD5831
Cheinmalt distribution;FAC/2020/2444;2020-06-10;2215552.5;2215552.5;SALAMA*;VCHD10306
Cheinmalt distribution;FAC/2020/0643;2020-02-06;712407.0;712407.0;SALAMA*;VCHD8502
Cheinmalt distribution;FAC/2019/3748;2019-10-17;81500.0;481500.0;SALAMA*;VCHD6578
Cheinmalt distribution;FAC/2019/0411;2019-02-05;183960.0;183960.0;SALAMA*;VCHD3317
Cheinmalt distribution;FAC/2019/0433;2019-02-07;2039999.95;2039999.95;SALAMA*;VCHD3337
Cheinmalt distribution;FAC/2019/2747;2019-08-06;74628.0;465228.0;SALAMA*;VCHD5572
Cheinmalt distribution;FAC/2019/3186;2019-09-12;220920.0;220920.0;SALAMA*;VCHD6027
Cheinmalt distribution;FAC/2020/2263;2020-06-02;163200.0;163200.0;HARISON RAHARIMALAZA;VCHD10119
Cheinmalt distribution;FAC/2020/2265;2020-06-02;240019.2;240019.2;ALFA MENUISERIE;VCHD10121
Cheinmalt distribution;FAC/2021/0260;2021-01-15;644274.0;644274.0;COMPUTEK TECHNOLOGY;VCHD14603
Quincaillerie de La Mer;FAC/2021/0519;2021-01-15;99400.0;99400.0;BHAIDJY Mourtouza;VQLM52194
Cheinmalt distribution;FAC/2021/0259;2021-01-15;28390348.8;28390348.8;FATEALY DIEGO;VCHD14553
Cheinmalt distribution;FAC/2018/0400;2018-02-22;0.02;3252000.02;ABDOULAH ABASS;VCHD370
Cheinmalt distribution;FAC/2017/0076;2017-12-06;552475.0;552475.0;MR MOUSTAFA DISCOGI ;
Cheinmalt distribution;FAC/2018/0061;2018-01-12;840304.2000000001;12958174.8;MAGASIN SOAFENO;VCHD024
Cheinmalt distribution;FAC/2017/0030;2017-12-06;0.5;8695620.0;MAISON BAIDJIBAY;
Cheinmalt distribution;FAC/2018/0206;2018-02-01;12035924.22;12035924.22;Quincaillerie de La Mer;VCHD075
Cheinmalt distribution;FAC/2017/0034;2017-11-01;17051619.95;214758711.99;CAROMAD ;
Cheinmalt distribution;FAC/2017/0066;2017-12-05;260182186.0;628931850.0;CAROMAD ;
Cheinmalt distribution;FAC/2017/0082;2018-03-16;1166190.0;1166190.0;TECHMARINE;
Cheinmalt distribution;FAC/2017/0029;2017-12-05;0.77;41538000.77;SOCIETE HASSANALY ENTREPRISES;
Cheinmalt distribution;FAC/2018/0412;2018-02-24;7377000.0;7377000.0;CAROMAD ;VCHD117
Cheinmalt distribution;FAC/2018/0208;2018-02-01;3400000.0100000002;3400000.0100000002;Quincaillerie de La Mer;VCHD088
Cheinmalt distribution;FAC/2017/0062;2017-12-06;0.2;2443075.2;BADRI;
Cheinmalt distribution;FAC/2018/0356;2018-02-17;52038.0;52038.0;BHAIDJY Mourtouza;VCHD337
Cheinmalt distribution;FAC/2018/0235;2018-02-03;0.02;8047650.28;CAROMAD ;VCHD044
Cheinmalt distribution;FAC/2018/0162;2018-01-29;450000.0;450000.0;SODITRADE;VCHD009
Cheinmalt distribution;FAC/2017/0096;2017-12-05;33560325.0;33560325.0;AFH EXPORT ;
Cheinmalt distribution;FAC/2017/0088;2017-12-06;2940049.6;2940049.6;PROFILS PARTITIONS MADAGASCAR;
Cheinmalt distribution;FAC/2018/0207;2018-02-01;2034000.0;2034000.0;Quincaillerie de La Mer;VCHD011
Cheinmalt distribution;FAC/2018/0205;2018-02-01;357975.0;357975.0;Quincaillerie de La Mer;VCHD054
Cheinmalt distribution;FAC/2017/0083;2017-12-05;12900000.0;12900000.0;COMETAN;
Cheinmalt distribution;FAC/2017/0065;2017-12-05;21194000.2;57356500.2;QUINCAILLERIE ZISHAN;
Cheinmalt distribution;FAC/2017/0081;2017-12-05;7900730.0;7900730.0;MOUSTAFA DISCOGI;
Cheinmalt distribution;FAC/2020/1874;2020-05-05;6498630.0;6498630.0;Quincaillerie de La Mer;VCHD9725
Cheinmalt distribution;FAC/2019/1870;2019-05-28;117496058.75;117496058.75;CAROMAD ;VCHD4678
Cheinmalt distribution;FAC/2020/4013;2020-09-11;202140.0;202140.0;SERTEX S.A.R.L;VCHD11875
Cheinmalt distribution;FAC/2018/1878;2018-08-27;3505257.0;3505257.0;Quincaillerie de La Mer;VCHD1745
Cheinmalt distribution;FAC/2018/1877;2018-08-27;17101.37;17101.37;NEC (Nouvelle Entreprise de Construction);VCHD1744
Cheinmalt distribution;FAC/2019/1874;2019-05-29;22554.0;22554.0;NEC (Nouvelle Entreprise de Construction);VCHD4729
Cheinmalt distribution;FAC/2018/1879;2018-08-27;3410001.0;3410001.0;Quincaillerie de La Mer;VCHD1741
Cheinmalt distribution;FAC/2019/2187;2019-06-21;22500.0;22500.0;CHANTIER TANA 10M2;VCHD4996
Cheinmalt distribution;FAC/2019/1875;2019-05-29;4181434.52;4181434.52;CAROMAD ;VCHD4727
Cheinmalt distribution;FAC/2020/3951;2020-09-09;165060.0;165060.0;CHANTIER TANA 10M2;VCHD11872
Quincaillerie de La Mer;FAC/2021/0515;2021-01-15;409790.03;409790.03;STRUCTURES;VQLM52277
Cheinmalt distribution;FAC/2021/0255;2021-01-15;36806.4;36806.4;MANDROSO;VCHD14594
Cheinmalt distribution;FAC/2021/0253;2021-01-15;1166400.0;1166400.0;MANDROSO;VCHD14600
Cheinmalt distribution;FAC/2021/0252;2021-01-15;21500.86;21500.86;TRANOMBAROTRA DS;VCHD14599
Cheinmalt distribution;FAC/2021/0251;2021-01-15;21225549.31;21225549.31;ROUNAKALA;VCHD14598
Cheinmalt distribution;FAC/2020/2391;2020-06-08;1168830.0;1168830.0;MANDROSO;VCHD10236
Cheinmalt distribution;FAC/2020/2392;2020-06-08;450000.0;450000.0;CHANTIER TANA 10M2;VCHD10254
Cheinmalt distribution;FAC/2020/2390;2020-06-08;4959000.0;4959000.0;CHANTIER TANA 10M2;VCHD10253
Cheinmalt distribution;FAC/2019/2397;2019-07-05;10026780.07;10026780.07;CHANTIER TANA 10M2;VCHD5222
Cheinmalt distribution;FAC/2020/0239;2020-01-16;177892031.43;327892031.43;ROUNAKALA;VCHD8074
Quincaillerie de La Mer;FAC/2021/0504;2021-01-15;1952090.0;1952090.0;ENAC;VQLM52233
Cheinmalt distribution;FAC/2020/3523;2020-08-17;3254034.3000000003;3254034.3000000003;QUINCAILLERIE ARENA;VCHD11399
Cheinmalt distribution;FAC/2020/3919;2020-09-07;3773190.6;3773190.6;QUINCAILLERIE ARENA;VCHD11835
Cheinmalt distribution;FAC/2020/3536;2020-08-17;3254034.3000000003;3254034.3000000003;QUINCAILLERIE ARENA;FAC/2020/3523
Cheinmalt distribution;FAC/2020/5930;2021-01-03;1596283.2;1596283.2;QUINCAILLERIE ARENA;VCHD13903
Cheinmalt distribution;FAC/2021/0250;2021-01-15;247230.0;247230.0;EPSILON;VCHD14572
Quincaillerie de La Mer;FAC/2021/0502;2021-01-15;11400000.12;11400000.12;ENAC;VQLM52264
Cheinmalt distribution;FAC/2020/1154;2020-03-05;0.03;4080326.4;MAGASIN SAJEDA HAFIZALY;VCHD9027
Cheinmalt distribution;FAC/2021/0249;2021-01-15;350190.0;350190.0;PROFILS PARTITIONS MADAGASCAR;VCHD14595
Cheinmalt distribution;FAC/2021/0240;2021-01-14;35959300.8;35959300.8;ZOUZOU TSARA MANDRY;VCHD14586
Cheinmalt distribution;FAC/2021/0237;2021-01-14;1382400.0;1382400.0;MANDROSO;VCHD14579
Cheinmalt distribution;FAC/2021/0247;2021-01-14;173628.63;100602.0;FIBASOM;VCHD12552
Codigaz sarl;FAC/2021/0028;2021-01-15;571500.05;571500.05;HATIMY SHOP;VCDG2193
Cheinmalt distribution;FAC/2021/0243;2021-01-14;283632.0;283632.0;QUINCAILLERIE ALMAZ;VCHD14590
Cheinmalt distribution;FAC/2019/2168;2019-06-21;16650.0;16650.0;NEC (Nouvelle Entreprise de Construction);VCHD5010
Cheinmalt distribution;FAC/2019/1843;2019-05-24;2.0;235218.82;ISLAND TRADE;VCHD4701
Cheinmalt distribution;FAC/2019/1701;2019-05-15;2.4;2.4;QUINCAILLERIE DU CENTRE ANTSIRABE;VCHD4552
Cheinmalt distribution;FAC/2021/0232;2021-02-13;1136835.0;1136835.0;BRICOLAND;VCHD14335
Cheinmalt distribution;FAC/2020/2667;2020-06-24;4201375.09;4201375.09;FIBAFER;VCHD10528
Cheinmalt distribution;FAC/2020/2666;2020-06-24;2872969.2;2872969.2;FIBAFER;VCHD10526
Cheinmalt distribution;FAC/2019/0818;2019-03-11;2256000.0;2256000.0;FIBAFER;VCHD3685
Cheinmalt distribution;FAC/2019/1039;2019-03-27;1950000.0;1950000.0;FIBAFER;VCHD3897
Cheinmalt distribution;FAC/2020/2664;2020-06-24;1785000.24;1785000.24;FIBAFER;VCHD10527
Quincaillerie de La Mer;FAC/2021/0480;2021-01-14;18000040.0;43600008.0;ENTREPRISE SOA-A;VQLM52243
Cheinmalt distribution;FAC/2020/6204;2021-01-14;58500.0;58500.0;TECHMARINE;VCHD14167
Cheinmalt distribution;FAC/2020/6191;2021-01-13;413100.0;413100.0;TROPICAL WOOD;VCHD14151
Cheinmalt distribution;FAC/2020/6185;2021-01-13;2582766.0;2582766.0;SMCM SARL;VCHD14138
Cheinmalt distribution;FAC/2020/6182;2021-01-13;60120.0;60120.0;TECHMARINE;VCHD14146
Cheinmalt distribution;FAC/2020/6141;2021-01-11;1577042.42;1577042.42;SALAMA*;VCHD14119
Cheinmalt distribution;FAC/2020/6145;2021-01-11;1342737.0;1342737.0;QUINCAILLERIE ALMAZ;VCHD14122
Cheinmalt distribution;FAC/2020/6138;2021-01-11;10530000.0;10530000.0;Quincaillerie de La Mer;VCHD14117
Cheinmalt distribution;FAC/2020/6130;2021-01-11;2374999.8000000003;2374999.8000000003;CHANTIER TANA 10M2;VCHD14110
Cheinmalt distribution;FAC/2020/6127;2021-01-10;1478169.0;1478169.0;QUINCAILLERIE ALMAZ;VCHD14105
Cheinmalt distribution;FAC/2020/6311;2021-01-17;938520.0;938520.0;TECHMARINE;VCHD14265
Cheinmalt distribution;FAC/2020/6295;2021-01-16;608515.2000000001;608515.2000000001;ALFA MENUISERIE;VCHD14247
Cheinmalt distribution;FAC/2020/6286;2021-01-16;240570.0;240570.0;TROPICAL WOOD;VCHD14239
Cheinmalt distribution;FAC/2020/6287;2021-01-16;25560.0;25560.0;BROOKESIA;VCHD14235
Cheinmalt distribution;FAC/2020/6283;2021-01-16;163800.0;163800.0;TROPICAL WOOD;VCHD14234
Cheinmalt distribution;FAC/2020/6284;2021-01-16;538020.0;538020.0;TECHMARINE;VCHD14236
Cheinmalt distribution;FAC/2020/6248;2021-01-15;382005.0;382005.0;TECHMARINE;VCHD14201
Cheinmalt distribution;FAC/2020/6267;2021-01-15;748683.0;748683.0;Quincaillerie de La Mer;VCHD14217
Cheinmalt distribution;FAC/2020/6249;2021-01-15;104976.0;104976.0;QUINCAILLERIE ALMAZ;VCHD14202
Cheinmalt distribution;FAC/2020/6198;2021-01-14;2374999.8000000003;2374999.8000000003;CHANTIER TANA 10M2;VCHD14161
Cheinmalt distribution;FAC/2020/6158;2021-01-11;242474169.6;242474169.6;ROUNAKALA;VCHD14130
Cheinmalt distribution;FAC/2020/6146;2021-01-11;704088.0;704088.0;SALAMA*;VCHD14121
Cheinmalt distribution;FAC/2020/6261;2021-01-15;11436738.3;11436738.3;M. KILAM COMPTOIRE;VCHD14109
Cheinmalt distribution;FAC/2020/6297;2021-01-16;233550.0;233550.0;ENAC;VCHD13890
Cheinmalt distribution;FAC/2020/6298;2021-01-16;194227.2;194227.2;QUINCAILLERIE ALMAZ;VCHD14249
Cheinmalt distribution;FAC/2020/6256;2021-01-15;187488.0;187488.0;MAGASIN SOAFENO;VCHD14211
Cheinmalt distribution;FAC/2020/6245;2021-01-15;1038240.9600000001;1038240.9600000001;QUINCAILLERIE ALMAZ;VCHD14183
Cheinmalt distribution;FAC/2020/6263;2021-01-15;1422360.0;1422360.0;Quincaillerie de La Mer;VCHD14214
Cheinmalt distribution;FAC/2020/6262;2021-01-15;172080.0;172080.0;TROPICAL WOOD;VCHD14216
Cheinmalt distribution;FAC/2020/6268;2021-01-15;13817844.0;13817844.0;Quincaillerie de La Mer;VCHD14210
Cheinmalt distribution;FAC/2020/6271;2021-01-15;485190.0;485190.0;QUNICAILLERIE DE LA MER;VCHD14221
Cheinmalt distribution;FAC/2020/6272;2021-01-15;10346687.99;10346687.99;QUNICAILLERIE DE LA MER;VCHD14222
Cheinmalt distribution;FAC/2020/6280;2021-01-16;3960000.0;3960000.0;Quincaillerie de La Mer;VCHD14230
Cheinmalt distribution;FAC/2020/6296;2021-01-16;351017.28;351017.28;QUINCAILLERIE ALMAZ;VCHD14248
Cheinmalt distribution;FAC/2020/6207;2021-01-14;1612011.0;1612011.0;A.M.O (Assistance Maîtrise d'Ouvrage);VCHD14141
Cheinmalt distribution;FAC/2020/6299;2021-01-16;37670.4;37670.4;ALFA MENUISERIE;VCHD14250
Cheinmalt distribution;FAC/2020/6206;2021-01-14;1223100.0;1223100.0;A.M.O (Assistance Maîtrise d'Ouvrage);VCHD14163
Cheinmalt distribution;FAC/2020/6223;2021-01-14;8230167.0;8230167.0;Quincaillerie de La Mer;VCHD14158
Quincaillerie de La Mer;FAC/2021/0478;2021-01-14;6785.93;79506785.93;ETABLISSEMENT MANANJARA;VQLM52245
Cheinmalt distribution;FAC/2021/0156;2021-01-11;544320.0;544320.0;ZOUZOU TSARA MANDRY;VCHD14505
Codigaz sarl;FAC/2021/0026;2021-01-14;0.24;3030000.24;RAZAFIARISON ROMY;VCDG2191
Cheinmalt distribution;FAC/2018/0004;2018-01-04;12499303.88;21594303.88;QUINCAILLERIE TSARAMANDROSO;
Cheinmalt distribution;FAC/2019/0262;2019-01-23;1450116.0;1450116.0;QUINCAILLERIE TSARAMANDROSO;VCHD3171
Cheinmalt distribution;FAC/2019/0029;2019-01-05;1.2;1.2;QUINCAILLERIE TSARAMANDROSO;VCHD2976
Cheinmalt distribution;FAC/2019/0324;2019-01-29;9450000.11;9450000.11;QUINCAILLERIE TSARAMANDROSO;VCHD3244
Cheinmalt distribution;FAC/2019/0481;2019-02-11;15.99;199515.96;QUINCAILLERIE TSARAMANDROSO;VCHD3374
Cheinmalt distribution;FAC/2019/0270;2019-01-24;1750000.2;1750000.2;QUINCAILLERIE TSARAMANDROSO;VCHD3189
Cheinmalt distribution;FAC/2018/2912;2018-12-05;1590427.22;1590427.22;QUINCAILLERIE TSARAMANDROSO;VCHD2732
Cheinmalt distribution;FAC/2020/3339;2020-08-07;382968.0;382968.0;QUINCAILLERIE TSARAMANDROSO;VCHD11202
Cheinmalt distribution;FAC/2020/2382;2020-06-08;1198413.0;1198413.0;CHANTIER TANA 10M2;VCHD10243
Cheinmalt distribution;FAC/2021/0231;2021-01-14;3825000.0;3825000.0;Société Travaux Batiment ( STB );VCHD14574
Cheinmalt distribution;FAC/2021/0229;2021-02-13;7919613.0;7919613.0;BRICOLAND;VCHD14359
Cheinmalt distribution;FAC/2021/0228;2021-01-14;1690560.0;1690560.0;EPSILON;VCHD14486
Cheinmalt distribution;FAC/2020/2267;2020-06-02;37800.0;37800.0;CHANTIER TANA 10M2;VCHD10118
Cheinmalt distribution;FAC/2021/0235;2021-01-14;5562950.4;5562950.4;MC MINING;VCHD14580
Cheinmalt distribution;FAC/2018/2126;2018-09-22;6678.0;6678.0;CAROMAD ;VCHD1969
Cheinmalt distribution;FAC/2019/1966;2019-06-04;369.0;369.0;BHAIDJY Mourtouza;VCHD4807
Cheinmalt distribution;FAC/2019/1967;2019-06-04;41369.020000000004;41369.020000000004;CHEINMALT TANA;VCHD4804
Cheinmalt distribution;FAC/2021/0233;2021-01-14;25020.0;25020.0;Société Travaux Batiment ( STB );VCHD14575
Cheinmalt distribution;FAC/2021/0220;2021-01-14;2819304.0;2819304.0;Société Travaux Batiment ( STB );VCHD14567
Cheinmalt distribution;FAC/2020/2470;2020-06-12;4210655.4;4210655.4;FIBASOM;VCHD10335
Cheinmalt distribution;FAC/2020/0575;2020-02-04;1870874.68;1870874.68;FIBASOM;VCHD8434
Cheinmalt distribution;FAC/2020/2321;2020-06-04;704700.0;704700.0;FIBASOM;VCHD10175
Cheinmalt distribution;FAC/2020/2318;2020-06-04;4270482.0;4270482.0;FIBASOM;VCHD10158
Cheinmalt distribution;FAC/2018/2574;2018-11-03;1177594.2;1177594.2;FIBASOM;VCHD2379
Cheinmalt distribution;FAC/2020/2372;2020-06-08;1803465.0;1803465.0;FIBASOM;VCHD10237
Cheinmalt distribution;FAC/2019/4779;2019-12-14;1041083.28;1041083.28;FIBASOM;VCHD7687
Cheinmalt distribution;FAC/2019/2644;2019-07-28;564045.12;-564045.12;FIBASOM;
Cheinmalt distribution;FAC/2020/3553;2020-08-18;258552.0;258552.0;FIBASOM;VCHD11450
Cheinmalt distribution;FAC/2019/3041;2019-09-03;3266362.8000000003;3266362.8000000003;FIBASOM;VCHD5891
Cheinmalt distribution;FAC/2018/2451;2018-10-24;63130.060000000005;63130.060000000005;FIBASOM;VCHD2288
Cheinmalt distribution;FAC/2019/3468;2019-09-23;1382804.6400000001;1382804.6400000001;FIBASOM;VCHD6162
Cheinmalt distribution;FAC/2019/0231;2019-01-22;4357923.61;4357923.61;FIBASOM;VCHD3157
Cheinmalt distribution;FAC/2020/2492;2020-06-13;526224.6;526224.6;FIBASOM;VCHD10352
Cheinmalt distribution;FAC/2020/2440;2020-06-10;4190211.0;4190211.0;FIBASOM;VCHD10303
Cheinmalt distribution;FAC/2020/2249;2020-05-30;290142.0;290142.0;FIBASOM;VCHD10112
Cheinmalt distribution;FAC/2020/2188;2020-05-26;1193049.0;1193049.0;FIBASOM;VCHD10046
Cheinmalt distribution;FAC/2020/2181;2020-05-26;1107107.52;1107107.52;FIBASOM;VCHD10036
Cheinmalt distribution;FAC/2020/2344;2020-06-05;38880.0;38880.0;FIBASOM;VCHD10206
Cheinmalt distribution;FAC/2020/2343;2020-06-05;1545480.0;1545480.0;FIBASOM;VCHD10205
Cheinmalt distribution;FAC/2020/2330;2020-06-05;2457540.0;2457540.0;FIBASOM;VCHD10198
Cheinmalt distribution;FAC/2020/3885;2020-09-05;208170.0;208170.0;FIBASOM;VCHD11801
Cheinmalt distribution;FAC/2020/2498;2020-06-13;1761183.0;1761183.0;FIBASOM;VCHD10359
Cheinmalt distribution;FAC/2020/2499;2020-06-13;59940.0;59940.0;FIBASOM;VCHD10360
Cheinmalt distribution;FAC/2020/2179;2020-05-26;17476381.8;17476381.8;FIBASOM;VCHD10028
Cheinmalt distribution;FAC/2020/2414;2020-06-09;6125633.100000001;6125633.100000001;FIBASOM;VCHD10284
Cheinmalt distribution;FAC/2020/2441;2020-06-10;30375.0;30375.0;FIBASOM;VCHD10304
Cheinmalt distribution;FAC/2019/4437;2019-11-23;5963502.04;5963502.04;FIBASOM;VCHD7321
Cheinmalt distribution;FAC/2019/0238;2019-01-09;51004.08;14761027.44;FIBASOM;VCHD3014
Cheinmalt distribution;FAC/2020/2523;2020-06-16;46656.0;46656.0;FIBASOM;VCHD10387
Cheinmalt distribution;FAC/2019/4928;2020-01-17;8464875.66;-8464875.66;FIBASOM;
Cheinmalt distribution;FAC/2020/2201;2020-05-27;10153017.9;10153017.9;FIBASOM;VCHD9995
Cheinmalt distribution;FAC/2020/2203;2020-05-27;998891.52;998891.52;FIBASOM;VCHD10021
Cheinmalt distribution;FAC/2020/2207;2020-05-27;111780.0;111780.0;FIBASOM;VCHD10064
Cheinmalt distribution;FAC/2019/4930;2020-01-28;23962632.64;-23962632.64;FIBASOM;
Cheinmalt distribution;FAC/2020/2300;2020-06-03;47790.0;47790.0;FIBASOM;VCHD10156
Cheinmalt distribution;FAC/2020/1444;2020-03-21;720057.6;720057.6;FIBASOM;VCHD9316
Cheinmalt distribution;FAC/2019/0276;2019-01-25;2.4;2.4;FIBASOM;VCHD3197
Cheinmalt distribution;FAC/2019/0275;2019-01-24;2.4;2.4;FIBASOM;VCHD3196
Cheinmalt distribution;FAC/2020/2324;2020-06-05;1202227.0;1202227.0;FIBASOM;VCHD10157
Cheinmalt distribution;FAC/2020/2327;2020-06-05;663390.0;663390.0;FIBASOM;VCHD10190
Cheinmalt distribution;FAC/2020/2417;2020-06-09;139725.0;139725.0;FIBASOM;VCHD10286
Cheinmalt distribution;FAC/2019/3909;2019-10-24;140261.24;140261.24;FIBASOM;VCHD6757
Cheinmalt distribution;FAC/2018/2463;2018-10-24;318700.87;3167023.37;FIBASOM;VCHD2299
Cheinmalt distribution;FAC/2018/2466;2018-10-24;143300.26;1948625.8900000001;FIBASOM;VCHD2301
Cheinmalt distribution;FAC/2020/2227;2020-05-29;130000.01000000001;130000.01000000001;FIBASOM;VCHD10070
Cheinmalt distribution;FAC/2020/2450;2020-06-11;1191267.0;1191267.0;FIBASOM;VCHD10311
Cheinmalt distribution;FAC/2020/2451;2020-06-11;4542390.9;4542390.9;FIBASOM;VCHD10310
Cheinmalt distribution;FAC/2021/0227;2021-01-14;4679631.36;4679631.36;QUINCAILLERIE SOA;VCHD14558
Cheinmalt distribution;FAC/2021/0225;2021-01-14;130680.0;130680.0;NEC (Nouvelle Entreprise de Construction);VCHD14571
Cheinmalt distribution;FAC/2021/0205;2021-01-13;445080.96;445080.96;QUINCAILLERIE ALMAZ;VCHD14550
Codigaz sarl;FAC/2021/0027;2021-01-14;6540000.16;6540000.16;Quincaillerie de La Mer;VCDG2192
Cheinmalt distribution;FAC/2021/0221;2021-01-14;876600.0;876600.0;Société Travaux Batiment ( STB );VCHD14569
Cheinmalt distribution;FAC/2021/0211;2021-01-13;2124000.0;2124000.0;SODIANO SARL;VCHD14559
